Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Platform
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008.0,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,Adventure,DS
Akai Ito DS,2008.0,Alchemist,0.0,0.0,0.02,0.0,0.02,Adventure,DS
Akai Katana Shin,2011.0,Cave,0.04,0.0,0.01,0.0,0.06,Shooter,X360
Akane Iro ni Somaru Saka Parallel,2008.0,GN Software,0.0,0.0,0.03,0.0,0.03,Adventure,PS2
Akatsuki no Amaneka to Aoi Kyojin,2010.0,CyberFront,0.0,0.0,0.01,0.0,0.01,Strategy,PSP
Akatsuki no Goei Trinity,2012.0,5pb,0.0,0.0,0.02,0.0,0.02,Adventure,"PS3, PSP"
Akiba's Trip,2011.0,Acquire,0.0,0.0,0.14,0.0,0.14,Adventure,PSP
Akiba's Trip Plus,2012.0,Acquire,0.0,0.0,0.08,0.0,0.08,Adventure,PSP
Akiba's Trip: Undead & Undressed,2013.0,Nippon Ichi Software,0.14,0.03,0.12,0.04,0.32,Action,"PS3, PSV"
Akiba's Trip: Undead & Undressed,2014.0,Acquire,0.08,0.0,0.01,0.02,0.11,Action,PS4
Akko ni Omakase! Brain Shock,2006.0,Taito,0.0,0.0,0.04,0.0,0.04,Misc,DS
Akuji the Heartless,1998.0,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,Platform,PS
Aladdin Magic Racer,2011.0,Big Ben Interactive,0.01,0.0,0.0,0.0,0.01,Racing,Wii
Alan Wake,2010.0,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,Action,X360
Alan Wake,2012.0,Nordic Games,0.0,0.06,0.0,0.01,0.07,Action,PC
Alexi Lalas International Soccer,1998.0,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,Sports,PS
Alfa Romeo Racing Italiano,2005.0,Black Bean Games,0.01,0.01,0.0,0.0,0.01,Racing,PS2
Alia's Carnival! Sacrament,2015.0,dramatic create,0.0,0.0,0.03,0.0,0.03,Adventure,PSV
Alias,2004.0,Acclaim Entertainment,0.09,0.05,0.0,0.01,0.16,Action,"XB, PS2"
Alice in Wonderland,2010.0,Disney Interactive Studios,0.54,0.39,0.0,0.1,1.03,Adventure,"DS, Wii"
Alice: Madness Returns,2011.0,Electronic Arts,0.49,0.5,0.08,0.15,1.22,Adventure,"PS3, X360, PC"
Alien,1981.0,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,Action,2600
Alien Breed Trilogy,2011.0,Mastertronic,0.0,0.02,0.0,0.0,0.03,Shooter,X360
Alien Hominid,2004.0,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,Shooter,GC
Alien Hominid,2004.0,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,Shooter,PS2
Alien Monster Bowling League,2009.0,Destineer,0.09,0.0,0.0,0.01,0.09,Sports,Wii
Alien Resurrection,2000.0,Fox Interactive,0.09,0.06,0.0,0.01,0.16,Shooter,PS
Alien Syndrome,2007.0,Sega,0.13,0.0,0.0,0.01,0.14,Role-Playing,"PSP, Wii"
Alien Trilogy,1996.0,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,Shooter,PS
Alien's Return,1982.0,ITT Family Games,0.32,0.02,0.0,0.0,0.34,Action,2600
Alien: Isolation,2014.0,Sega,0.8300000000000001,1.25,0.04,0.34,2.4499999999999997,Shooter,"PS3, PS4, X360, XOne, PC"
Alienators: Evolution Continues,2001.0,Activision,0.03,0.01,0.0,0.0,0.03,Action,GBA
Aliens in the Attic,2009.0,Playlogic Game Factory,0.12000000000000001,0.0,0.0,0.01,0.13,Action,"DS, Wii"
Aliens versus Predator: Extinction,2003.0,Electronic Arts,0.15,0.09000000000000001,0.0,0.02,0.27,Strategy,"XB, PS2"
Aliens vs Predator,2010.0,Sega,0.96,1.04,0.0,0.31,2.3000000000000003,Shooter,"PS3, X360, PC"
Aliens vs Predator: Requiem,2007.0,Vivendi Games,0.03,0.12,0.0,0.07,0.22,Action,PSP
Aliens: Colonial Marines,2013.0,Sega,0.66,0.74,0.0,0.22,1.62,Shooter,"PS3, X360, PC"
Aliens: Infestation,2011.0,Sega,0.1,0.06,0.0,0.02,0.18,Action,DS
All Grown Up! Express Yourself,2004.0,THQ,0.13,0.05,0.0,0.0,0.18,Misc,GBA
All Japan Pro Wrestling featuring Virtua,1997.0,Sega,0.0,0.0,0.15,0.0,0.15,Fighting,SAT
All Kamen Rider: Rider Generation,2011.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Action,DS
All Kamen Rider: Rider Generation 2,2012.0,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,Action,"DS, PSP"
All Points Bulletin,2010.0,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Role-Playing,PC
All Star Cheer Squad,2008.0,THQ,0.69,0.29,0.0,0.1,1.08,Sports,"DS, Wii"
All Star Cheer Squad 2,2009.0,THQ,0.12,0.0,0.0,0.01,0.13,Sports,Wii
All Star Karate,2010.0,THQ,0.14,0.07,0.0,0.02,0.23,Action,Wii
All Star Pro-Wrestling,2000.0,SquareSoft,0.0,0.0,0.2,0.0,0.2,Fighting,PS2
All Star Tennis 99,1999.0,Ubisoft,0.04,0.01,0.0,0.0,0.05,Sports,N64
All-Pro Football 2K8,2007.0,Take-Two Interactive,0.38,0.0,0.0,0.03,0.41000000000000003,Sports,"PS3, X360"
All-Star Baseball 2000,1999.0,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39,Sports,N64
All-Star Baseball 2001,2000.0,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,Sports,N64
All-Star Baseball 2002,2001.0,Acclaim Entertainment,0.44000000000000006,0.25,0.0,0.08,0.78,Sports,"GC, PS2"
All-Star Baseball 2003,2002.0,Acclaim Entertainment,0.8,0.42,0.0,0.11,1.33,Sports,"GC, XB, GBA, PS2"
All-Star Baseball 2004,2003.0,Acclaim Entertainment,0.42,0.23,0.0,0.05,0.7,Sports,"GC, XB, GBA, PS2"
All-Star Baseball 99,1998.0,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,Sports,N64
Alleyway,1989.0,Nintendo,0.96,0.38,0.55,0.05,1.94,Puzzle,GB
Allied General,1996.0,SSI,0.11,0.07,0.0,0.01,0.19,Strategy,PS
Alone in the Dark,2008.0,Atari,0.26,0.41,0.0,0.08,0.74,Adventure,"X360, Wii, PS2, PC"
Alone in the Dark: Inferno,2008.0,Atari,0.09,0.03,0.0,0.02,0.14,Adventure,PS3
Alone in the Dark: One-Eyed Jack's Revenge,1996.0,Infogrames,0.17,0.12,0.0,0.02,0.31,Adventure,PS
Alpha Protocol,2010.0,Sega,0.42000000000000004,0.33999999999999997,0.0,0.12000000000000001,0.87,Role-Playing,"PS3, X360, PC"
Alpha and Omega,2010.0,Unknown,0.06,0.0,0.0,0.0,0.07,Action,DS
Alter Echo,2003.0,THQ,0.1,0.060000000000000005,0.0,0.02,0.18,Shooter,"XB, PS2"
Alter Ego,1985.0,Activision,0.0,0.03,0.0,0.01,0.03,Simulation,PC
Altered Beast: Guardian of the Realms,2002.0,THQ,0.07,0.02,0.0,0.0,0.09,Action,GBA
Alundra,1997.0,Psygnosis,0.13,0.09,0.0,0.01,0.23,Role-Playing,PS
Alundra 2: A New Legend Begins,1999.0,Activision,0.15,0.1,0.0,0.02,0.27,Role-Playing,PS
Alvin and the Chipmunks,2007.0,Brash Entertainment,0.16,0.03,0.0,0.02,0.21000000000000002,Misc,"DS, PS2"
Alvin and the Chipmunks,2007.0,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,Misc,Wii
Alvin and the Chipmunks: Chipwrecked,2011.0,505 Games,0.23,0.05,0.0,0.03,0.31,Misc,"X360, DS, Wii"
Alvin and the Chipmunks: The Squeakquel,2009.0,Majesco Entertainment,0.37,0.0,0.0,0.03,0.4,Misc,"DS, Wii"
Amagami,2009.0,Enterbrain,0.0,0.0,0.13,0.0,0.13,Adventure,PS2
Amagami,2011.0,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,Adventure,PSP
Amagami,2014.0,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,Adventure,PSV
Amagoushi no Yakata,2007.0,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Adventure,PS2
Amatsumi Sora ni! Kumo no Hatate ni,2015.0,Prototype,0.0,0.0,0.02,0.0,0.02,Adventure,PSV
Amazing Adventures: The Forgotten Ruins,2008.0,PopCap Games,0.13,0.08,0.0,0.02,0.24,Adventure,DS
Amazing Island,2004.0,Sega,0.04,0.01,0.0,0.0,0.06,Strategy,GC
America Oudan Ultra-Quiz,1995.0,Victor Interactive,0.0,0.0,0.02,0.0,0.02,Misc,SAT
America's Army: Rise of a Soldier,2005.0,Ubisoft,0.19,0.05,0.0,0.01,0.25,Shooter,XB
America's Army: True Soldiers,2007.0,Ubisoft,0.08,0.0,0.0,0.01,0.08,Shooter,X360
America's Next Top Model,2008.0,Eidos Interactive,0.1,0.0,0.0,0.01,0.1,Action,DS
America's Next Top Model,2010.0,Crave Entertainment,0.08,0.0,0.0,0.01,0.08,Action,Wii
America's Test Kitchen: Let's Get Cooking,2010.0,Nintendo,0.25,0.0,0.0,0.02,0.27,Simulation,DS
American Bass Challenge,2001.0,Starfish,0.03,0.01,0.0,0.0,0.05,Sports,GBA
American Chopper,2004.0,Zoo Digital Publishing,0.45999999999999996,0.04,0.0,0.06999999999999999,0.57,Racing,"XB, PS2"
American Chopper 2: Full Throttle,2005.0,Activision,0.04,0.01,0.0,0.0,0.05,Racing,GC
American Chopper 2: Full Throttle,2005.0,Zoo Digital Publishing,0.13,0.08,0.0,0.02,0.22999999999999998,Racing,"XB, PS2"
American Girl: Julie Finds a Way,2007.0,THQ,0.1,0.0,0.0,0.01,0.11,Adventure,DS
American Girl: Kit Mystery Challenge!,2008.0,THQ,0.42,0.0,0.0,0.03,0.46,Adventure,DS
American Idol,2003.0,Codemasters,0.42000000000000004,0.27,0.0,0.07,0.77,Misc,"GBA, PS2"
Amnesia,2011.0,Idea Factory,0.0,0.0,0.04,0.0,0.04,Adventure,PSP
Amnesia Crowd,2013.0,Idea Factory,0.0,0.0,0.05,0.0,0.05,Misc,PSP
Amnesia Later,2012.0,Idea Factory,0.0,0.0,0.05,0.0,0.05,Misc,PSP
Amnesia Later,2014.0,Idea Factory,0.0,0.0,0.01,0.0,0.01,Misc,PSV
Amped 2,2003.0,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,Sports,XB
Amped 3,2005.0,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,Sports,X360
Amped: Freestyle Snowboarding,2001.0,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,Sports,XB
Amplitude,2003.0,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,Misc,PS2
An American Tail: Fievel's Gold Rush,2002.0,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,Platform,GBA
Anarchy Reigns,2012.0,Sega,0.21000000000000002,0.05,0.08,0.03,0.38,Action,"PS3, X360"
And1 Streetball,2006.0,Ubisoft,0.19,0.12000000000000001,0.0,0.03,0.34,Action,"XB, PS2"
Andretti Racing,1996.0,Electronic Arts,0.43,0.29,0.0,0.05,0.77,Racing,PS
Angel Blade: Neo Tokyo Guardians,1997.0,On Demand,0.12,0.08,0.0,0.01,0.21,Role-Playing,PS
Angelique Duet,1998.0,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Strategy,PS
Angelique Retour,2015.0,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Action,PSV
Angelique Trois,2000.0,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Adventure,PS2
Angelique: Maren no Rokukishi,2011.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,Adventure,PSP
Angler's Club: Ultimate Bass Fishing 3D,2011.0,D3Publisher,0.0,0.03,0.0,0.0,0.03,Sports,3DS
Angry Birds,2011.0,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,Puzzle,PC
Angry Birds Star Wars,2013.0,Activision,0.94,0.73,0.0,0.22999999999999998,1.9,Strategy,"PS3, PS4, X360, Wii, XOne, WiiU, PSV, 3DS"
Angry Birds Trilogy,2012.0,Activision,0.6799999999999999,0.28,0.0,0.09,1.06,Action,"PS3, 3DS, X360"
Angry Birds: Rio,2011.0,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09,Puzzle,PC
AniMates!,2007.0,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,Simulation,DS
Anima - Gate of Memories,2016.0,Avanquest,0.0,0.02,0.0,0.0,0.02,Action,PS4
Animal Crossing,2001.0,Nintendo,1.92,0.16,0.99,0.09,3.15,Simulation,GC
Animal Crossing: Amiibo Festival,2015.0,Nintendo,0.19,0.11,0.09,0.03,0.42,Misc,WiiU
Animal Crossing: City Folk,2008.0,Nintendo,1.87,1.12,1.32,0.37,4.68,Simulation,Wii
Animal Crossing: Happy Home Designer,2015.0,Nintendo,0.47,1.0,1.39,0.12,2.98,Simulation,3DS
Animal Crossing: New Leaf,2012.0,Nintendo,2.01,2.32,4.36,0.41,9.09,Simulation,3DS
Animal Crossing: Wild World,2005.0,Nintendo,2.55,3.52,5.33,0.88,12.27,Simulation,DS
Animal Genius,2007.0,Ubisoft,0.11,0.0,0.0,0.01,0.12,Puzzle,DS
Animal Kingdom: Wildlife Expedition,2009.0,Natsume,0.07,0.0,0.0,0.01,0.08,Adventure,Wii
Animal Paradise,2007.0,Empire Interactive,0.09,0.14,0.0,0.02,0.25,Simulation,DS
Animal Planet: Emergency Vets,2009.0,Activision,0.08,0.0,0.0,0.01,0.08,Simulation,DS
Animal Planet: Vet Collection,2010.0,Activision,0.05,0.0,0.0,0.0,0.05,Simulation,DS
Animal Planet: Vet Life,2009.0,Activision,0.19,0.0,0.0,0.02,0.21000000000000002,Simulation,"DS, Wii"
Animaniacs Ten Pin Alley,1998.0,ASC Games,0.36,0.25,0.0,0.04,0.66,Sports,PS
Animaniacs: The Great Edgar Hunt,2005.0,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,Platform,GC
Animorphs: Shattered Reality,2000.0,Infogrames,0.03,0.02,0.0,0.0,0.06,Action,PS
Anno 1701: Dawn of Discovery,2007.0,Touchstone,0.07,0.06,0.0,0.02,0.14,Simulation,DS
Anno 2070,2011.0,Ubisoft,0.0,1.13,0.0,0.32,1.45,Strategy,PC
Anno 2205,2015.0,Ubisoft,0.02,0.22,0.0,0.01,0.25,Strategy,PC
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,2012.0,5pb,0.0,0.0,0.02,0.0,0.02,Action,PSP
Another Code R: A Journey into Lost Memories,2009.0,Nintendo,0.0,0.03,0.03,0.0,0.06,Adventure,Wii
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016.0,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Action,3DS
Ant Nation,2009.0,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07,Simulation,DS
Antiphona no Seikahime: Tenshi no Gakufu Op.A,2009.0,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Role-Playing,PSP
Antz Extreme Racing,2002.0,Empire Interactive,0.03,0.02,0.0,0.01,0.06,Racing,"XB, PS2"
Anubis II,2007.0,Metro 3D,0.06,0.0,0.0,0.0,0.07,Platform,Wii
Ao no Exorcist: Genkoku no Labyrinth,2012.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Action,PSP
Ao no Kanata no Four Rhythm,2016.0,Unknown,0.0,0.0,0.03,0.0,0.03,Adventure,PSV
Aoishiro,2008.0,Success,0.0,0.0,0.02,0.0,0.02,Adventure,PS2
Apache: Air Assault,2010.0,Activision,0.22999999999999998,0.11000000000000001,0.0,0.04,0.39,Simulation,"PS3, X360"
Apache: Air Assault,2010.0,Just Flight,0.0,0.03,0.0,0.01,0.03,Simulation,PC
Apassionata: Die Galanacht der Pferde,2009.0,RTL,0.0,0.04,0.0,0.01,0.05,Simulation,DS
Ape Escape,1999.0,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,Platform,PS
Ape Escape,2010.0,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.05,Platform,PS3
Ape Escape 2,2002.0,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,Platform,PS2
Ape Escape 3,2005.0,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,Platform,PS2
Ape Escape Academy,2004.0,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,Misc,PSP
Ape Escape Academy (jp sales),2004.0,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14,Misc,PSP
Ape Escape: On the Loose,2005.0,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,Platform,PSP
Ape Escape: Pumped & Primed,2004.0,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,Misc,PS2
Apex,2003.0,Atari,0.1,0.03,0.0,0.0,0.14,Racing,XB
Apocalypse,1998.0,Activision,0.25,0.17,0.0,0.03,0.45,Action,PS
Apollo Justice: Ace Attorney,2007.0,Capcom,0.32,0.06,0.64,0.04,1.06,Adventure,DS
Aqua Aqua,2000.0,3DO,0.05,0.04,0.0,0.01,0.11,Puzzle,PS2
Aqua Panic!,2009.0,Neko Entertainment,0.01,0.01,0.0,0.0,0.02,Puzzle,DS
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,2007.0,Midway Games,0.03,0.03,0.0,0.01,0.07,Racing,PS2
Aquaman: Battle for Atlantis,2003.0,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,Action,GC
Aquanaut's Holiday,1995.0,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,Adventure,PS
Aquanaut's Holiday: Kakusareta Kiroku,2008.0,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,Adventure,PS3
Aquapazza: Aquaplus Dream Match,2012.0,Aqua Plus,0.05,0.0,0.05,0.01,0.1,Fighting,PS3
Aquarium by DS,2008.0,Mercury Games,0.05,0.0,0.0,0.0,0.06,Simulation,DS
Ar Nosurge: Ode to an Unborn Star,2014.0,Tecmo Koei,0.05,0.04,0.1,0.02,0.2,Role-Playing,"PS3, PSV"
Ar tonelico 2: Melody of Metafalica,2007.0,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18,Role-Playing,PS2
Ar tonelico Qoga: Knell of Ar Ciel,2010.0,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,Role-Playing,PS3
Ar tonelico: Melody of Elemia,2006.0,505 Games,0.0,0.0,0.1,0.0,0.1,Role-Playing,PS2
Arabians Lost: The Engagement on Desert,2007.0,Prototype,0.0,0.0,0.02,0.0,0.02,Adventure,PS2
Arabians Lost: The Engagement on Desert,2012.0,Quinrose,0.0,0.0,0.01,0.0,0.01,Adventure,PSP
Arc Rise Fantasia,2009.0,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,Role-Playing,Wii
Arc the Lad,1995.0,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11,Role-Playing,PS
Arc the Lad II,1996.0,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05,Role-Playing,PS
Arc the Lad III,1999.0,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,Role-Playing,PS
Arc the Lad: End of Darkness,2004.0,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,Role-Playing,PS2
Arc the Lad: Twilight of the Spirits,2003.0,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,Role-Playing,PS2
Arcade Hits: Frisky Tom,2002.0,Hamster Corporation,0.16,0.11,0.0,0.02,0.28,Action,PS
Arcade Party Pak,1999.0,Midway Games,0.06,0.04,0.0,0.01,0.11,Misc,PS
Arcade Shooting Gallery,2008.0,Zoo Games,0.18,0.0,0.0,0.01,0.19,Shooter,Wii
Arcade Zone,2009.0,Activision,0.14,0.0,0.0,0.01,0.16,Misc,Wii
Arcana Famiglia 2,2013.0,Comfort,0.0,0.0,0.02,0.0,0.02,Adventure,PSP
Arcana Famiglia: La storia della Aracana Famiglia,2011.0,Comfort,0.0,0.0,0.05,0.0,0.05,Adventure,PSP
Arcana Famiglia: Vascello Phantasma no Majutsushi,2012.0,Comfort,0.0,0.0,0.02,0.0,0.02,Action,PSP
Arcana Heart,2007.0,AQ Interactive,0.06,0.05,0.04,0.02,0.16,Fighting,PS2
Arcana Heart 3,2011.0,PQube,0.04,0.08,0.12000000000000001,0.02,0.25,Fighting,"PS3, X360"
Arcana Heart 3,2014.0,Arc System Works,0.03,0.0,0.02,0.01,0.06,Fighting,PSV
Arcania: Gothic 4,2010.0,JoWood Productions,0.12,0.12,0.01,0.03,0.29000000000000004,Role-Playing,"X360, PC"
Arcania: Gothic 4,2015.0,Nordic Games,0.04,0.0,0.0,0.01,0.05,Role-Playing,PS4
Archer Maclean Presents: Pool Paradise,2004.0,Ignition Entertainment,0.05,0.03,0.0,0.01,0.09,Sports,"GC, PS2"
Archer Maclean's 3D Pool,2003.0,Crave Entertainment,0.05,0.02,0.0,0.0,0.07,Misc,GBA
Archer Maclean's Mercury,2005.0,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,Puzzle,PSP
Arctic Tale,2007.0,Zoo Digital Publishing,0.17,0.0,0.0,0.01,0.19,Adventure,"DS, Wii"
Arctic Thunder,2001.0,Midway Games,0.26,0.16,0.0,0.05,0.48,Racing,"XB, PS2"
Are You Alice?,2011.0,Idea Factory,0.0,0.0,0.02,0.0,0.02,Adventure,PSP
Are You Smarter Than A 5th Grader?,2007.0,Mindscape,0.48,0.0,0.0,0.04,0.53,Misc,DS
Are You Smarter Than a 5th Grader? Back to School,2010.0,Nintendo,0.2,0.0,0.0,0.02,0.21,Misc,Wii
Are You Smarter Than a 5th Grader? Back to School,2010.0,THQ,0.08,0.0,0.0,0.01,0.09,Misc,DS
Are You Smarter than a 5th Grader? Game Time,2009.0,THQ,0.59,0.0,0.0,0.05,0.63,Puzzle,"X360, DS, Wii"
Are You Smarter than a 5th Grader? Make the Grade,2008.0,THQ,0.87,0.0,0.0,0.07,0.9400000000000001,Misc,"DS, Wii"
Area 51,1996.0,GT Interactive,0.4,0.27,0.0,0.05,0.72,Shooter,PS
Area 51,2005.0,Midway Games,0.44,0.23,0.0,0.06999999999999999,0.74,Shooter,"XB, PS2"
Arena Football,2006.0,Electronic Arts,0.39,0.25,0.0,0.08,0.7100000000000001,Sports,"XB, PS2"
Aria: The Natural ~Tooi Yume no Mirage~,2006.0,Alchemist,0.0,0.0,0.02,0.0,0.02,Adventure,PS2
Aria: The Origination ~Aoi Wakusei no El Cielo~,2008.0,Alchemist,0.0,0.0,0.02,0.0,0.02,Adventure,PS2
Arkanoid DS,2007.0,Square Enix,0.06,0.0,0.0,0.0,0.06,Puzzle,DS
ArmA II,2009.0,505 Games,0.0,0.12,0.0,0.03,0.14,Shooter,PC
ArmA III,2013.0,Bohemia Interactive,0.0,0.1,0.0,0.02,0.12,Shooter,PC
Armed and Dangerous,2003.0,LucasArts,0.09,0.03,0.0,0.0,0.13,Shooter,XB
Armor Ambush,1981.0,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,Action,2600
Armored Core,1997.0,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,Simulation,PS
Armored Core 2,2000.0,Ubisoft,0.28,0.22,0.23,0.07,0.79,Simulation,PS2
Armored Core 2: Another Age,2001.0,Metro 3D,0.11,0.08,0.19,0.03,0.41,Simulation,PS2
Armored Core 3,2002.0,Metro 3D,0.22,0.17,0.23,0.06,0.67,Simulation,PS2
Armored Core 3 Portable,2009.0,From Software,0.0,0.0,0.08,0.0,0.08,Simulation,PSP
Armored Core 4,2006.0,505 Games,0.09,0.0,0.09,0.01,0.2,Simulation,PS3
Armored Core 4,2007.0,505 Games,0.19,0.01,0.03,0.02,0.25,Simulation,X360
Armored Core SL: Silent Line Portable,2009.0,From Software,0.0,0.0,0.03,0.0,0.03,Simulation,PSP
Armored Core V,2012.0,Namco Bandai Games,0.22,0.07,0.27999999999999997,0.03,0.62,Simulation,"PS3, X360"
Armored Core: For Answer,2008.0,Ubisoft,0.12,0.03,0.17,0.02,0.33999999999999997,Simulation,"PS3, X360"
Armored Core: Formula Front Extreme Battle,2004.0,505 Games,0.05,0.0,0.0,0.0,0.05,Simulation,PSP
Armored Core: Last Raven,2005.0,505 Games,0.05,0.04,0.08,0.01,0.18,Simulation,PS2
Armored Core: Last Raven Portable,2010.0,From Software,0.0,0.0,0.03,0.0,0.03,Simulation,PSP
Armored Core: Master of Arena,1999.0,From Software,0.07,0.05,0.13,0.02,0.26,Simulation,PS
Armored Core: Nexus,2004.0,Indie Games,0.06,0.05,0.14,0.02,0.26,Simulation,PS2
Armored Core: Nine Breaker,2004.0,505 Games,0.03,0.03,0.0,0.01,0.07,Simulation,PS2
Armored Core: Project Phantasma,1997.0,From Software,0.06,0.04,0.15,0.02,0.28,Simulation,PS
Armored Core: Silent Line,2003.0,Agetec,0.07,0.06,0.16,0.02,0.31,Simulation,PS2
Armored Core: Verdict Day,2013.0,From Software,0.0,0.0,0.12,0.0,0.12,Simulation,PS3
Armorines: Project S.W.A.R.M.,1999.0,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,Shooter,N64
Armorines: Project S.W.A.R.M.,2000.0,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.08,Shooter,PS
Army Corps of Hell,2011.0,Square Enix,0.05,0.04,0.0,0.02,0.1,Action,PSV
Army Men 3D,1999.0,3DO,1.1,0.14,0.0,0.04,1.28,Action,PS
Army Men World War: Final Front,2001.0,3DO,0.24,0.17,0.0,0.03,0.44,Action,PS
"Army Men World War: Land, Sea, Air",2000.0,3DO,0.17,0.12,0.0,0.02,0.3,Action,PS
Army Men World War: Team Assault,2001.0,3DO,0.06,0.04,0.0,0.01,0.1,Action,PS
Army Men: Air Attack,1999.0,3DO,0.47,0.32,0.0,0.06,0.85,Action,PS
Army Men: Air Attack 2,2000.0,3DO,0.17,0.11,0.0,0.02,0.3,Action,PS
Army Men: Air Combat,2000.0,3DO,0.19,0.05,0.0,0.0,0.24,Action,N64
Army Men: Air Combat - The Elite Missions,2003.0,3DO,0.01,0.0,0.0,0.0,0.01,Shooter,GC
Army Men: Green Rogue,2001.0,3DO,0.1,0.07,0.0,0.02,0.2,Action,"PS, PS2"
Army Men: Major Malfunction,2006.0,Global Star,0.01,0.0,0.0,0.0,0.02,Shooter,XB
Army Men: RTS,2002.0,3DO,0.05,0.04,0.0,0.01,0.11,Strategy,PS2
Army Men: RTS,2004.0,Global Star,0.05,0.01,0.0,0.0,0.07,Strategy,GC
Army Men: Sarge's Heroes,1999.0,3DO,0.99,0.32999999999999996,0.0,0.05,1.37,Action,"N64, PS"
Army Men: Sarge's Heroes 2,2000.0,3DO,0.48000000000000004,0.16,0.0,0.02,0.6599999999999999,Shooter,"N64, PS"
Army Men: Sarge's Heroes 2,2001.0,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,Shooter,PS2
Army Men: Sarge's War,2004.0,Global Star,0.21,0.05,0.0,0.0,0.26,Shooter,"GC, XB"
Army Men: Soldiers of Misfortune,2008.0,Zoo Games,0.22999999999999998,0.0,0.0,0.02,0.25,Shooter,"DS, Wii"
Army Rescue,2009.0,UFO Interactive,0.02,0.0,0.0,0.0,0.02,Shooter,Wii
Army of Two,2008.0,Electronic Arts,1.83,0.64,0.04,0.31,2.82,Shooter,"PS3, X360"
Army of Two: The 40th Day,2010.0,Electronic Arts,1.18,0.64,0.01,0.28,2.12,Shooter,"PS3, X360, PSP"
